index,Year_of_Release,Genre,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Rating,Platform_Unified
2240,2013.0,Adventure,0.17,0.2,0.53,0.03,0.92,71.0,27.0,7.5,21.0,E,Nintendo
2242,2010.0,Sports,0.86,0.0,0.0,0.06,0.92,86.0,29.0,7.1,70.0,E,Microsoft
2247,2015.0,Sports,0.68,0.08,0.0,0.17,0.92,80.0,44.0,7.8,190.0,E,Sony
2248,2014.0,Role-Playing,0.43,0.34,0.0,0.16,0.92,85.0,31.0,8.5,575.0,M,Sony
2249,2014.0,Role-Playing,0.58,0.26,0.0,0.09,0.92,82.0,33.0,8.4,363.0,M,Microsoft
2254,2012.0,Sports,0.86,0.0,0.0,0.06,0.92,87.0,23.0,7.5,75.0,E,Sony
2256,2010.0,Action,0.63,0.2,0.02,0.07,0.92,73.0,71.0,7.7,224.0,M,Microsoft
2257,2011.0,Misc,0.23,0.42,0.18,0.09,0.92,60.0,34.0,6.1,16.0,E10+,Nintendo
2264,2012.0,Action,0.41,0.17,0.3,0.05,0.91,74.0,21.0,8.2,62.0,E,Nintendo
2268,2010.0,Sports,0.52,0.27,0.0,0.12,0.91,78.0,20.0,5.4,14.0,E,Sony
2275,2010.0,Role-Playing,0.43,0.25,0.16,0.07,0.91,92.0,59.0,8.9,950.0,T,Nintendo
2279,2011.0,Action,0.25,0.13,0.46,0.06,0.91,57.0,25.0,7.4,57.0,T,Sony
2280,2013.0,Sports,0.7,0.11,0.0,0.09,0.91,86.0,15.0,5.7,183.0,E,Microsoft
2282,2012.0,Sports,0.35,0.41,0.02,0.14,0.91,81.0,38.0,6.8,110.0,E,Sony
2290,2016.0,Fighting,0.4,0.28,0.08,0.14,0.9,77.0,80.0,3.4,1221.0,T,Sony
2291,2015.0,Action,0.44,0.39,0.0,0.08,0.9,71.0,24.0,7.0,186.0,M,Microsoft
2296,2013.0,Shooter,0.51,0.31,0.01,0.08,0.9,76.0,45.0,6.7,344.0,M,Microsoft
2298,2012.0,Action,0.48,0.32,0.02,0.08,0.9,88.0,82.0,8.3,818.0,M,Microsoft
2299,2011.0,Shooter,0.32,0.39,0.04,0.15,0.9,70.0,60.0,5.7,174.0,M,Sony
2301,2015.0,Action,0.32,0.42,0.02,0.14,0.9,70.0,46.0,7.0,80.0,E10+,Sony
2303,2014.0,Role-Playing,0.32,0.51,0.0,0.07,0.9,71.0,64.0,5.7,2421.0,M,
2307,2013.0,Sports,0.63,0.13,0.0,0.15,0.9,74.0,13.0,5.2,118.0,E,Sony
2313,2013.0,Action,0.42,0.36,0.04,0.07,0.9,61.0,4.0,5.2,11.0,E10+,Nintendo
2324,2011.0,Shooter,0.66,0.11,0.04,0.08,0.89,67.0,64.0,6.3,121.0,M,Sony
2326,2012.0,Sports,0.17,0.62,0.0,0.1,0.89,77.0,47.0,6.7,58.0,E,Microsoft
2342,2011.0,Sports,0.52,0.25,0.0,0.11,0.89,80.0,41.0,7.3,17.0,E,Sony
2352,2012.0,Action,0.82,0.0,0.0,0.07,0.89,79.0,9.0,4.1,34.0,E,Sony
2357,2011.0,Action,0.27,0.46,0.0,0.15,0.88,78.0,37.0,8.1,60.0,T,Sony
2358,2010.0,Racing,0.18,0.59,0.01,0.1,0.88,84.0,43.0,7.5,65.0,E,Microsoft
2363,2011.0,Fighting,0.21,0.12,0.46,0.08,0.88,78.0,52.0,8.3,144.0,T,Sony
2367,2016.0,Action,0.47,0.33,0.0,0.08,0.88,77.0,27.0,6.4,194.0,M,Microsoft
2368,2012.0,Action,0.3,0.22,0.3,0.05,0.88,82.0,78.0,8.5,397.0,M,Nintendo
2372,2010.0,Misc,0.73,0.09,0.0,0.06,0.88,93.0,57.0,8.2,137.0,T,Microsoft
2373,2010.0,Fighting,0.44,0.35,0.0,0.08,0.88,75.0,49.0,7.6,45.0,T,Microsoft
2375,2015.0,Shooter,0.38,0.33,0.03,0.14,0.88,82.0,49.0,7.8,345.0,M,Sony
2383,2012.0,Action,0.38,0.4,0.01,0.08,0.87,80.0,47.0,7.9,468.0,M,Microsoft
2384,2012.0,Role-Playing,0.55,0.24,0.01,0.07,0.87,80.0,71.0,7.7,446.0,M,Microsoft
2391,2011.0,Misc,0.62,0.18,0.0,0.07,0.87,63.0,31.0,6.8,29.0,E10+,Microsoft
2393,2012.0,Action,0.42,0.3,0.01,0.15,0.87,73.0,69.0,6.9,159.0,E,Sony
2409,2013.0,Shooter,0.26,0.42,0.03,0.16,0.87,77.0,23.0,6.3,288.0,M,Sony
2416,2015.0,Misc,0.34,0.38,0.0,0.14,0.86,80.0,69.0,6.2,160.0,T,Sony
2422,2010.0,Misc,0.47,0.31,0.0,0.08,0.86,72.0,65.0,6.5,51.0,T,Microsoft
2429,2010.0,Sports,0.32,0.42,0.02,0.09,0.85,83.0,61.0,8.1,58.0,E,Microsoft
2436,2012.0,Role-Playing,0.37,0.29,0.09,0.11,0.85,81.0,34.0,7.6,376.0,M,Sony
2440,2012.0,Fighting,0.28,0.31,0.13,0.13,0.85,82.0,50.0,8.2,193.0,T,Sony
2445,2013.0,Sports,0.35,0.23,0.21,0.05,0.85,72.0,19.0,7.7,72.0,E,Nintendo
2448,2010.0,Sports,0.79,0.0,0.0,0.06,0.85,85.0,22.0,7.4,25.0,E,Sony
2450,2010.0,Shooter,0.44,0.27,0.01,0.12,0.85,74.0,56.0,7.0,88.0,M,Sony
2451,2012.0,Action,0.35,0.35,0.01,0.14,0.84,84.0,39.0,7.1,422.0,M,Sony
2454,2012.0,Role-Playing,0.2,0.12,0.45,0.07,0.84,71.0,59.0,7.9,216.0,T,Sony
2457,2015.0,Role-Playing,0.36,0.28,0.14,0.06,0.84,84.0,87.0,8.9,1548.0,T,Nintendo
2468,2013.0,Sports,0.75,0.0,0.0,0.09,0.84,77.0,9.0,6.2,40.0,E,Sony
2470,2012.0,Shooter,0.46,0.28,0.02,0.07,0.84,67.0,37.0,6.8,131.0,M,Microsoft
2481,2011.0,Shooter,0.52,0.25,0.0,0.07,0.83,49.0,76.0,4.4,456.0,M,Microsoft
2484,2011.0,Sports,0.78,0.0,0.0,0.05,0.83,82.0,17.0,5.8,41.0,E,Sony
2486,2010.0,Sports,0.37,0.33,0.0,0.13,0.83,78.0,40.0,6.7,17.0,E,Sony
2494,2012.0,Fighting,0.42,0.21,0.1,0.09,0.83,84.0,51.0,5.3,191.0,T,Sony
2498,2011.0,Role-Playing,0.43,0.19,0.14,0.06,0.83,75.0,33.0,7.6,197.0,T,Nintendo
2499,2011.0,Action,0.4,0.26,0.05,0.11,0.83,82.0,52.0,4.3,1197.0,M,Sony
2500,2011.0,Shooter,0.55,0.2,0.0,0.08,0.82,70.0,16.0,1.8,442.0,M,Nintendo
2506,2010.0,Misc,0.64,0.12,0.0,0.06,0.82,86.0,66.0,7.9,23.0,T,Microsoft
2520,2012.0,Action,0.42,0.19,0.11,0.09,0.82,74.0,27.0,8.8,158.0,M,Sony
2525,2012.0,Misc,0.57,0.18,0.0,0.06,0.81,86.0,43.0,8.0,45.0,T,Microsoft
2543,2013.0,Sports,0.67,0.05,0.0,0.08,0.81,73.0,18.0,5.9,111.0,E,Microsoft
2547,2010.0,Misc,0.33,0.34,0.0,0.13,0.81,74.0,46.0,7.1,30.0,T,Sony
2552,2010.0,Fighting,0.42,0.18,0.11,0.09,0.81,60.0,27.0,7.5,63.0,T,Sony
2560,2012.0,Puzzle,0.2,0.26,0.3,0.04,0.8,79.0,69.0,8.5,99.0,T,Nintendo
2566,2013.0,Shooter,0.2,0.39,0.04,0.17,0.8,78.0,86.0,8.9,513.0,M,Sony
2569,2013.0,Role-Playing,0.16,0.24,0.28,0.12,0.8,86.0,14.0,8.5,223.0,T,Sony
2583,2010.0,Sports,0.05,0.3,0.29,0.16,0.79,74.0,10.0,5.8,5.0,E,Sony
2587,2013.0,Action,0.24,0.26,0.19,0.1,0.79,85.0,40.0,5.3,1471.0,M,Sony
2590,2012.0,Action,0.45,0.27,0.0,0.07,0.79,83.0,63.0,8.0,456.0,M,Microsoft
2591,2013.0,Racing,0.37,0.35,0.01,0.07,0.79,76.0,12.0,5.4,107.0,E10+,Microsoft
2592,2012.0,Action,0.48,0.24,0.0,0.07,0.79,74.0,69.0,7.0,173.0,M,Microsoft
2599,2012.0,Role-Playing,0.42,0.23,0.07,0.06,0.79,75.0,59.0,7.8,320.0,M,Microsoft
2600,2015.0,Sports,0.13,0.42,0.13,0.1,0.79,87.0,54.0,7.1,680.0,E,Sony
2603,2015.0,Misc,0.49,0.22,0.01,0.07,0.79,84.0,75.0,7.7,325.0,M,Microsoft
2609,2011.0,Shooter,0.27,0.34,0.04,0.13,0.79,53.0,17.0,6.0,34.0,M,Sony
2613,2014.0,Sports,0.36,0.29,0.0,0.13,0.78,55.0,5.0,3.1,57.0,T,Sony
2621,2010.0,Fighting,0.43,0.27,0.01,0.07,0.78,74.0,31.0,8.5,39.0,T,Microsoft
2622,2010.0,Role-Playing,0.51,0.09,0.13,0.05,0.78,79.0,63.0,8.1,86.0,E10+,Nintendo
2623,2011.0,Fighting,0.4,0.31,0.0,0.07,0.78,86.0,59.0,7.4,105.0,M,Microsoft
2625,2013.0,Action,0.44,0.26,0.01,0.07,0.78,57.0,43.0,6.3,192.0,M,Microsoft
2637,2011.0,Shooter,0.33,0.33,0.0,0.12,0.78,72.0,38.0,6.3,52.0,T,Sony
2639,2011.0,Platform,0.38,0.32,0.0,0.08,0.78,87.0,55.0,8.2,209.0,E10+,Microsoft
2641,2013.0,Shooter,0.36,0.34,0.0,0.07,0.77,48.0,47.0,3.8,449.0,M,Microsoft
2654,2012.0,Action,0.55,0.14,0.03,0.06,0.77,52.0,56.0,4.9,330.0,M,Microsoft
2655,2011.0,Sports,0.53,0.18,0.0,0.06,0.77,70.0,36.0,6.5,15.0,E,Microsoft
2687,2014.0,Action,0.32,0.28,0.1,0.06,0.76,91.0,80.0,8.2,1217.0,M,Nintendo
2697,2011.0,Simulation,0.3,0.37,0.03,0.07,0.76,52.0,29.0,3.3,31.0,T,Nintendo
2703,2011.0,Shooter,0.33,0.32,0.0,0.1,0.76,95.0,52.0,8.8,5999.0,E10+,
2704,2011.0,Shooter,0.33,0.31,0.0,0.12,0.76,51.0,48.0,4.9,278.0,M,Sony
2705,2010.0,Action,0.52,0.18,0.0,0.06,0.76,71.0,10.0,7.8,31.0,T,Nintendo
2714,2013.0,Puzzle,0.0,0.48,0.25,0.03,0.75,81.0,58.0,7.9,86.0,E10+,Nintendo
2718,2016.0,Shooter,0.34,0.25,0.05,0.12,0.75,89.0,56.0,8.4,704.0,M,Sony
2720,2015.0,Action,0.41,0.26,0.01,0.07,0.75,95.0,10.0,7.3,900.0,M,Microsoft
2723,2011.0,Action,0.26,0.19,0.27,0.04,0.75,60.0,18.0,7.0,27.0,E,Nintendo
2724,2010.0,Misc,0.47,0.19,0.0,0.1,0.75,86.0,46.0,7.8,22.0,T,Sony
2726,2012.0,Action,0.41,0.28,0.0,0.06,0.75,72.0,6.0,5.2,25.0,E10+,Nintendo
2727,2012.0,Fighting,0.35,0.23,0.07,0.09,0.75,81.0,53.0,6.7,150.0,T,Sony
2734,2014.0,Sports,0.09,0.45,0.11,0.1,0.75,82.0,56.0,7.2,386.0,E,Sony
2738,2010.0,Adventure,0.21,0.46,0.0,0.08,0.75,62.0,24.0,7.6,14.0,E10+,Nintendo
2756,2014.0,Role-Playing,0.48,0.18,0.01,0.07,0.74,91.0,30.0,7.9,915.0,T,Microsoft
2758,2011.0,Action,0.14,0.48,0.0,0.12,0.74,80.0,20.0,7.4,771.0,M,
2760,2012.0,Action,0.36,0.28,0.0,0.1,0.74,79.0,39.0,6.8,179.0,M,Sony
2762,2013.0,Action,0.14,0.29,0.22,0.09,0.74,74.0,30.0,7.2,204.0,M,Sony
2770,2011.0,Action,0.3,0.15,0.22,0.07,0.74,77.0,28.0,6.7,82.0,T,Sony
2775,2011.0,Action,0.16,0.45,0.0,0.13,0.74,86.0,42.0,6.8,1594.0,M,
2777,2013.0,Sports,0.67,0.0,0.0,0.07,0.74,87.0,36.0,7.8,114.0,E,Sony
2778,2013.0,Action,0.31,0.35,0.02,0.06,0.74,82.0,8.0,8.0,71.0,E10+,Nintendo
2784,2014.0,Role-Playing,0.33,0.34,0.0,0.06,0.73,85.0,45.0,5.9,3926.0,M,
2785,2010.0,Role-Playing,0.2,0.21,0.24,0.08,0.73,72.0,42.0,8.0,136.0,T,Sony
2799,2012.0,Simulation,0.16,0.02,0.53,0.01,0.73,76.0,5.0,8.0,15.0,E,Nintendo
2801,2011.0,Role-Playing,0.36,0.29,0.02,0.06,0.73,79.0,50.0,6.3,268.0,T,Microsoft
2804,2012.0,Fighting,0.3,0.11,0.24,0.07,0.73,86.0,47.0,7.7,180.0,T,Sony
2806,2011.0,Shooter,0.29,0.32,0.01,0.12,0.73,72.0,39.0,5.8,168.0,T,Sony
2807,2010.0,Sports,0.61,0.07,0.0,0.05,0.73,88.0,49.0,7.7,71.0,E10+,Microsoft
2811,2016.0,Action,0.26,0.35,0.0,0.12,0.73,71.0,70.0,7.0,87.0,E10+,Sony
2813,2014.0,Misc,0.38,0.29,0.0,0.06,0.73,75.0,6.0,6.6,26.0,E10+,Nintendo
2815,2015.0,Action,0.24,0.37,0.0,0.12,0.73,80.0,53.0,7.1,65.0,E10+,Sony
2816,2012.0,Fighting,0.27,0.24,0.14,0.08,0.73,74.0,23.0,7.1,83.0,T,Sony
2822,2010.0,Misc,0.23,0.42,0.0,0.08,0.72,65.0,9.0,5.2,5.0,E,Nintendo
2829,2013.0,Strategy,0.12,0.53,0.0,0.07,0.72,76.0,71.0,4.2,3742.0,T,
2831,2010.0,Role-Playing,0.28,0.15,0.22,0.07,0.72,74.0,45.0,6.7,155.0,T,Sony
2839,2014.0,Role-Playing,0.34,0.07,0.27,0.04,0.72,83.0,56.0,8.1,169.0,M,Nintendo
2840,2014.0,Sports,0.58,0.0,0.0,0.14,0.72,83.0,17.0,7.7,205.0,E,Sony
2847,2014.0,Shooter,0.46,0.19,0.01,0.07,0.72,74.0,16.0,6.4,161.0,M,Microsoft
2851,2015.0,Role-Playing,0.21,0.46,0.0,0.05,0.72,93.0,32.0,9.3,10665.0,M,
2852,2011.0,Racing,0.11,0.5,0.01,0.09,0.72,84.0,61.0,7.1,54.0,E,Microsoft
2854,2010.0,Sports,0.66,0.0,0.0,0.06,0.72,91.0,33.0,8.3,107.0,E,Sony
2856,2010.0,Racing,0.22,0.36,0.02,0.12,0.72,81.0,58.0,8.2,86.0,E10+,Sony
2859,2010.0,Shooter,0.19,0.53,0.0,0.0,0.72,87.0,46.0,8.3,1467.0,M,
2860,2011.0,Racing,0.23,0.4,0.01,0.08,0.72,87.0,81.0,7.1,166.0,T,Microsoft
2865,2012.0,Strategy,0.27,0.36,0.0,0.08,0.71,89.0,57.0,8.2,2235.0,M,
2889,2016.0,Action,0.24,0.27,0.09,0.1,0.71,73.0,54.0,7.8,117.0,T,Sony
2895,2012.0,Sports,0.38,0.26,0.0,0.06,0.7,82.0,65.0,6.4,186.0,E,Microsoft
2903,2014.0,Action,0.38,0.26,0.0,0.06,0.7,86.0,4.0,7.1,18.0,E10+,Nintendo
2907,2011.0,Adventure,0.3,0.14,0.2,0.06,0.7,79.0,61.0,8.1,372.0,M,Sony
2917,2016.0,Action,0.16,0.43,0.01,0.11,0.7,78.0,61.0,7.5,91.0,E10+,Sony
2918,2011.0,Sports,0.55,0.1,0.0,0.05,0.7,86.0,56.0,7.0,72.0,E10+,Microsoft
2929,2011.0,Simulation,0.42,0.22,0.0,0.06,0.7,43.0,18.0,3.3,25.0,T,Microsoft
2930,2011.0,Racing,0.25,0.37,0.0,0.07,0.7,80.0,63.0,7.6,130.0,T,Microsoft
2934,2010.0,Shooter,0.18,0.36,0.02,0.13,0.7,65.0,49.0,7.4,45.0,T,Sony
2947,2010.0,Sports,0.38,0.25,0.0,0.06,0.69,40.0,30.0,4.4,9.0,T,Microsoft
2955,2014.0,Shooter,0.39,0.23,0.0,0.06,0.69,76.0,65.0,7.4,438.0,E10+,Microsoft
2956,2013.0,Racing,0.46,0.17,0.0,0.07,0.69,75.0,18.0,5.8,175.0,E10+,Microsoft
2959,2010.0,Action,0.19,0.36,0.01,0.12,0.69,75.0,49.0,7.6,120.0,T,Sony
2962,2011.0,Simulation,0.28,0.32,0.0,0.09,0.69,77.0,56.0,6.1,173.0,T,
2964,2011.0,Sports,0.17,0.39,0.0,0.13,0.69,82.0,37.0,7.7,55.0,E,Sony
2978,2010.0,Platform,0.52,0.08,0.01,0.08,0.68,85.0,46.0,8.8,172.0,E10+,Sony
2980,2014.0,Shooter,0.24,0.34,0.0,0.11,0.68,67.0,41.0,7.1,178.0,M,Sony
2991,2014.0,Shooter,0.34,0.28,0.0,0.06,0.68,79.0,18.0,7.8,397.0,M,Microsoft
2995,2012.0,Action,0.33,0.0,0.33,0.02,0.67,82.0,6.0,8.8,37.0,E10+,Nintendo
2997,2011.0,Role-Playing,0.44,0.16,0.0,0.07,0.67,84.0,59.0,7.3,561.0,T,
3006,2014.0,Action,0.35,0.25,0.0,0.06,0.67,79.0,24.0,7.3,430.0,M,Microsoft
3011,2014.0,Action,0.24,0.31,0.01,0.11,0.67,71.0,31.0,7.1,98.0,E10+,Sony
3014,2013.0,Action,0.35,0.27,0.0,0.06,0.67,81.0,39.0,7.2,139.0,T,Microsoft
3022,2010.0,Role-Playing,0.31,0.0,0.34,0.02,0.67,68.0,8.0,7.1,11.0,E,Nintendo
3023,2010.0,Simulation,0.38,0.22,0.0,0.06,0.67,73.0,9.0,6.4,20.0,E,Nintendo
3035,2015.0,Racing,0.09,0.45,0.03,0.1,0.66,65.0,46.0,6.3,43.0,E,Sony
3051,2010.0,Action,0.42,0.17,0.01,0.05,0.66,83.0,70.0,7.8,237.0,M,Microsoft
3061,2012.0,Sports,0.51,0.1,0.0,0.05,0.66,83.0,44.0,6.6,86.0,E10+,Microsoft
3062,2010.0,Strategy,0.02,0.53,0.0,0.12,0.66,81.0,56.0,7.9,515.0,T,
3065,2013.0,Platform,0.25,0.33,0.03,0.05,0.66,92.0,35.0,8.7,465.0,E10+,Nintendo
3067,2013.0,Shooter,0.29,0.3,0.0,0.07,0.66,94.0,68.0,8.5,7322.0,M,
3070,2012.0,Action,0.27,0.2,0.11,0.08,0.66,67.0,37.0,7.1,199.0,M,Sony
3074,2010.0,Action,0.03,0.0,0.62,0.0,0.66,71.0,30.0,7.9,35.0,T,Sony
3075,2010.0,Action,0.06,0.03,0.55,0.01,0.66,60.0,30.0,6.9,29.0,M,Sony
3078,2013.0,Action,0.0,0.19,0.42,0.05,0.66,71.0,35.0,7.8,61.0,T,Sony
3084,2015.0,Action,0.38,0.22,0.0,0.06,0.65,70.0,17.0,6.7,44.0,E10+,Microsoft
3086,2014.0,Role-Playing,0.15,0.1,0.32,0.08,0.65,73.0,39.0,8.3,265.0,T,Sony
3102,2012.0,Fighting,0.42,0.13,0.0,0.1,0.65,85.0,51.0,7.8,192.0,M,Sony
3108,2011.0,Role-Playing,0.3,0.13,0.18,0.04,0.65,80.0,61.0,8.4,179.0,T,Nintendo
3123,2016.0,Simulation,0.03,0.58,0.0,0.04,0.65,64.0,5.0,8.0,20.0,E,
3127,2014.0,Shooter,0.32,0.16,0.01,0.15,0.64,64.0,31.0,7.6,358.0,M,Sony
3130,2013.0,Action,0.22,0.38,0.0,0.05,0.64,84.0,10.0,7.7,1470.0,M,
3134,2014.0,Action,0.33,0.23,0.03,0.05,0.64,68.0,5.0,7.7,25.0,E10+,Nintendo
3139,2014.0,Sports,0.38,0.2,0.0,0.06,0.64,50.0,5.0,4.0,65.0,T,Microsoft
3149,2011.0,Platform,0.23,0.35,0.0,0.06,0.64,61.0,39.0,6.6,48.0,E,Nintendo
3150,2013.0,Sports,0.0,0.6,0.0,0.03,0.64,85.0,41.0,5.5,275.0,E,
3154,2010.0,Action,0.17,0.04,0.4,0.02,0.64,61.0,37.0,7.9,29.0,T,Sony
3157,2016.0,Action,0.22,0.32,0.0,0.1,0.64,88.0,56.0,7.7,569.0,M,Sony
3161,2014.0,Racing,0.25,0.34,0.0,0.05,0.64,64.0,18.0,5.9,176.0,T,Microsoft
3162,2010.0,Fighting,0.49,0.09,0.01,0.05,0.64,57.0,33.0,7.4,30.0,T,Microsoft
3166,2012.0,Sports,0.33,0.21,0.0,0.09,0.64,84.0,22.0,6.8,60.0,E10+,Sony
3167,2012.0,Fighting,0.23,0.14,0.2,0.07,0.64,74.0,34.0,7.7,109.0,M,Sony
3168,2015.0,Shooter,0.37,0.2,0.0,0.06,0.64,74.0,31.0,5.1,336.0,M,Microsoft
3178,2010.0,Misc,0.53,0.06,0.0,0.04,0.63,91.0,10.0,6.9,36.0,T,Nintendo
3179,2011.0,Action,0.23,0.33,0.0,0.08,0.63,82.0,45.0,4.5,4533.0,M,
3186,2014.0,Shooter,0.15,0.44,0.0,0.04,0.63,80.0,17.0,6.7,1064.0,M,
3193,2010.0,Role-Playing,0.23,0.09,0.27,0.04,0.63,60.0,45.0,7.1,64.0,T,Sony
3197,2013.0,Shooter,0.46,0.11,0.0,0.05,0.63,32.0,30.0,4.0,410.0,M,Microsoft
3198,2011.0,Simulation,0.4,0.23,0.0,0.0,0.63,70.0,22.0,3.6,81.0,T,
3205,2012.0,Action,0.38,0.2,0.0,0.05,0.63,62.0,7.0,4.6,20.0,E,Nintendo
3212,2013.0,Shooter,0.17,0.39,0.0,0.07,0.63,76.0,47.0,6.5,1223.0,M,
3214,2015.0,Sports,0.36,0.16,0.0,0.11,0.63,78.0,28.0,5.5,157.0,E10+,Sony
3220,2012.0,Strategy,0.36,0.21,0.0,0.05,0.62,90.0,35.0,8.3,366.0,M,Microsoft
3235,2011.0,Misc,0.33,0.2,0.0,0.09,0.62,75.0,5.0,6.0,7.0,E10+,Sony
3236,2011.0,Action,0.29,0.27,0.0,0.06,0.62,71.0,16.0,7.3,20.0,E10+,Nintendo
3247,2010.0,Shooter,0.35,0.2,0.01,0.06,0.62,80.0,73.0,8.6,178.0,T,Nintendo
3250,2016.0,Action,0.28,0.29,0.0,0.05,0.62,67.0,20.0,4.6,274.0,M,Microsoft
3256,2010.0,Action,0.3,0.26,0.0,0.06,0.62,74.0,69.0,7.8,112.0,T,Microsoft
3257,2011.0,Action,0.0,0.04,0.57,0.01,0.62,70.0,17.0,7.9,35.0,T,Sony
3259,2010.0,Misc,0.48,0.09,0.0,0.04,0.62,88.0,20.0,7.5,17.0,T,Nintendo
3264,2011.0,Sports,0.4,0.16,0.0,0.05,0.62,80.0,50.0,6.1,25.0,E,Microsoft
3270,2010.0,Role-Playing,0.17,0.18,0.2,0.07,0.61,68.0,58.0,8.4,263.0,M,Sony
3271,2014.0,Sports,0.15,0.36,0.01,0.09,0.61,73.0,33.0,4.3,87.0,E,Sony
3279,2011.0,Simulation,0.5,0.07,0.0,0.05,0.61,56.0,6.0,6.0,7.0,E,Nintendo
3280,2012.0,Action,0.56,0.01,0.0,0.05,0.61,73.0,13.0,7.4,21.0,E10+,Nintendo
3284,2014.0,Shooter,0.21,0.29,0.01,0.1,0.61,75.0,23.0,7.6,259.0,E10+,Sony
3288,2011.0,Action,0.3,0.22,0.0,0.09,0.61,70.0,29.0,6.9,13.0,E10+,Sony
3294,2010.0,Shooter,0.21,0.21,0.11,0.08,0.61,84.0,61.0,8.1,304.0,M,Sony
3296,2013.0,Adventure,0.14,0.34,0.0,0.14,0.61,87.0,82.0,8.9,391.0,E,Sony
3301,2014.0,Shooter,0.26,0.21,0.05,0.1,0.61,77.0,24.0,6.3,130.0,M,Sony
3304,2010.0,Sports,0.09,0.44,0.0,0.07,0.61,79.0,43.0,5.9,33.0,E,Microsoft
3307,2011.0,Fighting,0.27,0.18,0.09,0.07,0.61,58.0,26.0,5.4,77.0,T,Sony
3320,2010.0,Misc,0.47,0.08,0.01,0.04,0.61,59.0,14.0,5.9,8.0,E10+,Nintendo
3328,2013.0,Shooter,0.2,0.29,0.0,0.11,0.6,43.0,25.0,3.6,295.0,M,Sony
3330,2011.0,Shooter,0.09,0.06,0.42,0.03,0.6,64.0,55.0,7.4,69.0,M,Sony
3333,2013.0,Action,0.26,0.19,0.07,0.09,0.6,62.0,25.0,5.9,140.0,M,Sony
3335,2014.0,Sports,0.3,0.23,0.02,0.05,0.6,60.0,53.0,5.1,144.0,E10+,Microsoft
3337,2013.0,Action,0.12,0.1,0.34,0.05,0.6,68.0,26.0,8.5,75.0,T,Sony
3339,2013.0,Action,0.33,0.22,0.0,0.05,0.6,71.0,10.0,7.6,58.0,E10+,Nintendo
3342,2010.0,Fighting,0.31,0.23,0.0,0.06,0.6,32.0,38.0,4.6,23.0,T,Microsoft
3350,2010.0,Racing,0.32,0.23,0.0,0.06,0.6,82.0,78.0,8.1,101.0,E10+,Microsoft
3363,2014.0,Action,0.13,0.38,0.0,0.09,0.6,72.0,47.0,6.6,88.0,E10+,Sony
3365,2016.0,Sports,0.17,0.34,0.0,0.09,0.6,69.0,50.0,6.9,88.0,T,Sony
3366,2013.0,Misc,0.31,0.23,0.0,0.05,0.6,72.0,13.0,7.6,45.0,E10+,Nintendo
3370,2014.0,Sports,0.31,0.19,0.0,0.1,0.6,60.0,28.0,3.6,306.0,E10+,Sony
3371,2011.0,Strategy,0.19,0.31,0.0,0.09,0.6,90.0,62.0,8.3,1180.0,T,
3392,2010.0,Sports,0.4,0.12,0.0,0.07,0.59,88.0,38.0,7.1,54.0,E10+,Sony
3393,2012.0,Action,0.0,0.0,0.59,0.0,0.59,83.0,34.0,8.5,180.0,M,Sony
3401,2015.0,Sports,0.32,0.22,0.0,0.05,0.59,72.0,18.0,5.7,75.0,T,Microsoft
3404,2011.0,Action,0.15,0.34,0.0,0.1,0.59,88.0,24.0,8.2,1102.0,M,
3408,2010.0,Action,0.13,0.22,0.01,0.23,0.59,77.0,8.0,6.8,82.0,M,Sony
3410,2010.0,Racing,0.25,0.27,0.0,0.06,0.59,82.0,78.0,8.3,169.0,E10+,Microsoft
3416,2014.0,Action,0.14,0.12,0.27,0.05,0.59,66.0,5.0,5.9,242.0,M,Sony
3424,2010.0,Fighting,0.29,0.21,0.0,0.09,0.59,48.0,39.0,7.5,77.0,T,Sony
3426,2011.0,Shooter,0.25,0.25,0.0,0.08,0.58,90.0,52.0,8.5,3069.0,M,
3430,2012.0,Fighting,0.39,0.13,0.02,0.04,0.58,77.0,56.0,6.2,124.0,T,Microsoft
3437,2010.0,Misc,0.36,0.17,0.0,0.05,0.58,33.0,6.0,3.7,9.0,E,Microsoft
3439,2010.0,Shooter,0.5,0.04,0.0,0.04,0.58,74.0,13.0,6.0,54.0,T,Nintendo
3443,2011.0,Sports,0.54,0.0,0.0,0.04,0.58,90.0,30.0,7.8,87.0,E,Sony
3446,2012.0,Adventure,0.38,0.15,0.0,0.05,0.58,68.0,31.0,5.1,15.0,E,Microsoft
3448,2013.0,Platform,0.38,0.15,0.0,0.05,0.58,89.0,7.0,6.0,96.0,E10+,Nintendo
3452,2011.0,Adventure,0.22,0.24,0.04,0.08,0.58,70.0,51.0,7.9,181.0,M,Sony
3453,2013.0,Role-Playing,0.28,0.0,0.27,0.03,0.58,83.0,48.0,8.3,251.0,M,Nintendo
3458,2011.0,Sports,0.36,0.15,0.0,0.07,0.58,86.0,33.0,7.5,52.0,E10+,Sony
3468,2013.0,Fighting,0.05,0.02,0.5,0.01,0.58,71.0,53.0,8.3,55.0,T,Sony
3473,2013.0,Platform,0.14,0.34,0.0,0.1,0.58,91.0,23.0,8.7,310.0,E10+,Sony
